name,display_name,version,origin,installable,application,auto_install,category,author,license,has_tests,depends,path,oca_repo
ipai_enterprise_bridge,IPAI Enterprise Bridge,19.0.1.0.0,ipai,True,False,False,Technical,InsightPulseAI,LGPL-3,True,"base,base_setup,mail,auth_oauth,web,hr_expense,maintenance,project",addons/ipai/ipai_enterprise_bridge,
ipai_equity,DEPRECATED: Equity Management,19.0.1.0.0,ipai,False,False,False,InsightPulse AI,InsightPulse AI,LGPL-3,False,base,addons/ipai/ipai_equity,
ipai_esg,DEPRECATED: ESG Carbon Analytics,19.0.1.0.0,ipai,False,False,False,InsightPulse AI,InsightPulse AI,LGPL-3,False,base,addons/ipai/ipai_esg,
ipai_esg_social,DEPRECATED: ESG Social Metrics,19.0.1.0.0,ipai,False,False,False,InsightPulse AI,InsightPulse AI,LGPL-3,False,hr,addons/ipai/ipai_esg_social,
ipai_expense_ocr,Expense OCR (IPAI),19.0.1.0.0,ipai,True,False,False,Human Resources/Expenses,IPAI,AGPL-3,True,"base,mail,hr_expense",addons/ipai/ipai_expense_ocr,
ipai_finance_close_seed,IPAI Finance Close Seed (TBWA\SMP),19.0.1.0.0,ipai,True,False,False,Services/Project,InsightPulse AI,LGPL-3,False,"project,hr",addons/ipai/ipai_finance_close_seed,
ipai_finance_closing,SAP AFC-Style Month-End Closing Template,18.0.1.0.0,ipai,True,False,False,Accounting/Accounting,InsightPulse AI,AGPL-3,False,"project,account",addons/ipai_finance_closing,
ipai_finance_ppm,IPAI Finance PPM (CE),19.0.1.0.0,ipai,True,False,False,Services/Project,,LGPL-3,False,"project,account,analytic,mail,web",addons/ipai/ipai_finance_ppm,
ipai_finance_ppm_golive,Finance PPM Go-Live Checklist,18.0.1.0.0,ipai,True,True,False,Finance,InsightPulse AI,AGPL-3,False,"base,project",addons/ipai_finance_ppm_golive,
ipai_finance_ppm_umbrella,IPAI Finance PPM – TBWA Complete Configuration,19.0.1.1.0,ipai,True,False,False,Accounting/Finance,InsightPulse AI,LGPL-3,False,"ipai_finance_ppm,project",addons/ipai_finance_ppm_umbrella,
ipai_finance_tax_return,DEPRECATED: Tax Return Workflow,19.0.1.0.0,ipai,False,False,False,InsightPulse AI,InsightPulse AI,LGPL-3,False,account,addons/ipai/ipai_finance_tax_return,
ipai_finance_workflow,IPAI Finance Workflow,19.0.1.0.0,ipai,False,False,False,Accounting/Project,InsightPulse AI,AGPL-3,False,"project,mail,hr,ipai_workspace_core",addons/ipai/ipai_finance_workflow,
ipai_foundation,IPAI Foundation,19.0.1.0.0,ipai,True,False,False,IPAI/Core,InsightPulse AI,LGPL-3,False,base,addons/ipai/ipai_foundation,
ipai_grid_view,IPAI Grid/List View,18.0.1.0.0,ipai,True,False,False,Productivity/Views,IPAI Team,AGPL-3,False,"base,web,mail",addons/ipai_grid_view,
ipai_helpdesk,InsightPulse: Helpdesk,19.0.1.0.0,ipai,True,True,False,Services/Helpdesk,InsightPulse AI,AGPL-3,False,"base,mail,portal,hr",addons/ipai/ipai_helpdesk,
ipai_helpdesk_refund,DEPRECATED: Helpdesk Refunds,19.0.1.0.0,ipai,False,False,False,InsightPulse AI,InsightPulse AI,LGPL-3,False,ipai_helpdesk,addons/ipai/ipai_helpdesk_refund,
ipai_hr_expense_liquidation,IPAI HR Expense Liquidation,19.0.2.0.0,ipai,True,False,False,Human Resources/Expenses,InsightPulse AI,LGPL-3,True,"base,hr,hr_expense,account",addons/ipai/ipai_hr_expense_liquidation,
ipai_hr_payroll_ph,InsightPulse: PH Payroll & BIR Compliance,19.0.1.0.0,ipai,False,True,False,Human Resources/Payroll,InsightPulse AI,AGPL-3,False,"base,mail,hr,hr_contract,hr_attendance,hr_holidays,ipai_bir_tax_compliance",addons/ipai/ipai_hr_payroll_ph,
ipai_llm_supabase_bridge,IPAI LLM Supabase Bridge,19.0.1.0.0,ipai,True,False,False,Technical,InsightPulse AI,LGPL-3,True,"base,mail,llm,llm_tool,llm_assistant,llm_thread",addons/ipai/ipai_llm_supabase_bridge,
ipai_mail_bridge_zoho,IPAI Zoho Mail HTTPS Bridge,19.0.1.0.0,ipai,True,False,False,Mail,InsightPulseAI,LGPL-3,True,mail,addons/ipai/ipai_mail_bridge_zoho,
ipai_mail_compat,IPAI Mail Compatibility Shims (Odoo 18) — TEMPORARY,19.0.1.0.0,ipai,True,False,True,Mail,InsightPulseAI,LGPL-3,False,mail,addons/ipai/ipai_mail_compat,
ipai_mailgun_smtp,IPAI Mailgun SMTP Transport,19.0.2.0.0,ipai,True,False,False,Mail,InsightPulseAI,LGPL-3,False,mail,addons/ipai/ipai_mailgun_smtp,
ipai_month_end,IPAI Month-End Closing,18.0.1.0.0,ipai,True,True,False,Accounting,IPAI,AGPL-3,False,"base,mail,account",addons/ipai_month_end,
ipai_month_end_closing,IPAI Month-End Closing & BIR Tax Filing,18.0.1.0.0,ipai,True,False,False,Accounting/Accounting,InsightPulse AI,AGPL-3,False,"project,hr",addons/ipai_month_end_closing,
ipai_ocr_gateway,IPAI OCR Gateway,19.0.1.0.0,ipai,True,False,False,Productivity/Documents,InsightPulse AI,AGPL-3,False,"base,mail",addons/ipai_ocr_gateway,
ipai_odooops_shell,IPAI OdooOps Shell (Hybrid),19.0.1.0.0,ipai,True,False,False,Tools,,LGPL-3,False,website,addons/ipai/ipai_odooops_shell,
ipai_ops_connector,IPAI Ops Connector (Bridge Platform),19.0.1.0.0,ipai,True,False,False,Tools,,LGPL-3,False,"base,mail",addons/ipai/ipai_ops_connector,
ipai_ops_mirror,IPAI Ops Mirror (Supabase SSOT),18.0.1.0.0,ipai,True,False,False,Technical,InsightPulse AI,AGPL-3,False,base,addons/ipai_ops_mirror,
ipai_planning_attendance,DEPRECATED: Planning Attendance,19.0.1.0.0,ipai,False,False,False,InsightPulse AI,InsightPulse AI,LGPL-3,False,hr_attendance,addons/ipai/ipai_planning_attendance,
ipai_platform_api,IPAI Platform API,19.0.1.0.0,ipai,True,True,False,Website,InsightPulse AI,LGPL-3,False,"base,website,web",addons/ipai/ipai_platform_api,
ipai_platform_approvals,IPAI Platform - Approvals,18.0.1.0.0,ipai,True,False,False,Technical,IPAI,LGPL-3,False,"base,mail,ipai_platform_workflow",addons/ipai_platform_approvals,
ipai_platform_audit,IPAI Platform - Audit Trail,18.0.1.0.0,ipai,True,False,False,Technical,InsightPulse AI,LGPL-3,False,"base,mail",addons/ipai_platform_audit,
ipai_platform_permissions,IPAI Platform Permissions,18.0.1.0.0,ipai,True,False,False,Hidden/Tools,InsightPulse AI,AGPL-3,False,"base,mail",addons/ipai_platform_permissions,
ipai_platform_theme,DEPRECATED: IPAI Platform Theme Tokens,19.0.1.0.0,ipai,False,False,False,Themes,InsightPulse AI,LGPL-3,False,web,addons/ipai/ipai_platform_theme,
ipai_platform_workflow,IPAI Platform - Workflow Engine,18.0.1.0.0,ipai,True,False,False,Technical,IPAI,LGPL-3,False,"base,mail",addons/ipai_platform_workflow,
ipai_ppm_okr,IPAI PPM + OKR (CE-only),18.0.1.0.0,ipai,True,True,False,Project,,LGPL-3,False,"project,mail",addons/ipai_ppm_okr,
ipai_project_templates,DEPRECATED: Project Templates,19.0.1.0.0,ipai,False,False,False,InsightPulse AI,InsightPulse AI,LGPL-3,False,project,addons/ipai/ipai_project_templates,
ipai_pulser_connector,IPAI Pulser Connector,19.0.1.0.0,ipai,True,False,False,Tools,InsightPulseAI,LGPL-3,True,base,addons/ipai/ipai_pulser_connector,
ipai_rest_controllers,IPAI REST Controllers,19.0.1.0.0,ipai,True,False,False,Technical,InsightPulse AI,LGPL-3,False,"base,web",addons/ipai/ipai_rest_controllers,
ipai_sign,DEPRECATED: Electronic Sign,19.0.1.0.0,ipai,False,False,False,InsightPulse AI,InsightPulse AI,LGPL-3,False,mail,addons/ipai/ipai_sign,
ipai_slack_connector,IPAI Slack Connector,19.0.1.0.0,ipai,True,False,False,Tools,InsightPulseAI,LGPL-3,True,base,addons/ipai/ipai_slack_connector,
ipai_sms_gateway,IPAI SMS Gateway,18.0.1.0.0,ipai,True,False,False,Marketing/SMS,InsightPulse AI,AGPL-3,False,"base,mail",addons/ipai_sms_gateway,
ipai_superset_connector,IPAI Superset Connector,18.0.1.0.0,ipai,True,True,False,Reporting/BI,InsightPulse AI,AGPL-3,False,"base,mail,sale,account,stock,hr,project",addons/ipai_superset_connector,
ipai_system_config,IPAI System Config (SSOT),19.0.1.0.0,ipai,True,False,False,Tools,,LGPL-3,False,"base,mail",addons/ipai/ipai_system_config,
ipai_tbwa_finance,IPAI TBWA Finance,18.0.1.0.0,ipai,True,True,False,Accounting,IPAI / TBWA,AGPL-3,False,"base,mail,account",addons/ipai_tbwa_finance,
ipai_theme_copilot,IPAI Copilot Theme,19.0.1.0.0,ipai,True,False,False,Theme/Backend,InsightPulse AI,AGPL-3,False,web,addons/ipai/ipai_theme_copilot,
ipai_theme_fluent2,IPAI Fluent 2 Theme Tokens,19.0.1.0.0,ipai,True,False,False,Themes,InsightPulse AI,AGPL-3,False,web,addons/ipai/ipai_theme_fluent2,
ipai_theme_tbwa,IPAI Theme TBWA (Backend),19.0.2.0.0,ipai,True,False,False,Themes/Backend,InsightPulse AI / TBWA,LGPL-3,False,"web,ipai_design_system_apps_sdk",addons/ipai/ipai_theme_tbwa,
ipai_theme_tbwa_backend,TBWA Backend Theme,18.0.1.3.0,ipai,True,False,False,Themes/Backend,InsightPulse AI / TBWA Finance,LGPL-3,False,ipai_platform_theme,addons/ipai_theme_tbwa_backend,
ipai_ui_brand_tokens,DEPRECATED: IPAI UI Brand Tokens,19.0.1.0.0,ipai,False,False,False,Themes,InsightPulse AI,LGPL-3,False,"web,base",addons/ipai/ipai_ui_brand_tokens,
ipai_vertical_media,IPAI Vertical Media (CES),19.0.1.0.0,ipai,False,True,False,Verticals/Services,InsightPulse AI,AGPL-3,False,"crm,sale_management,project,hr_timesheet,account,ipai_workspace_core",addons/ipai/ipai_vertical_media,
ipai_vertical_retail,IPAI Vertical Retail (Scout),19.0.1.0.0,ipai,False,True,False,Verticals/Retail,InsightPulse AI,AGPL-3,False,"sale_management,purchase,stock,account,point_of_sale,ipai_workspace_core",addons/ipai/ipai_vertical_retail,
ipai_web_fluent2,DEPRECATED: IPAI Web Fluent 2 Theme Layer,19.0.1.0.0,ipai,False,False,False,Themes/Backend,InsightPulse AI,LGPL-3,False,"web,mail",addons/ipai/ipai_web_fluent2,
ipai_web_icons_fluent,IPAI Web Icons - Fluent,19.0.1.0.0,ipai,True,False,False,Themes/Icons,InsightPulse AI,LGPL-3,False,web,addons/ipai/ipai_web_icons_fluent,
ipai_web_mail_compat,Odoo 18 Web Mail Compat (OCA overlays),19.0.1.0.0,ipai,True,False,True,Technical,InsightPulse AI,AGPL-3,True,"mail,mail_tracking",addons/ipai/ipai_web_mail_compat,
ipai_web_theme_chatgpt,IPAI Web Theme (ChatGPT-style),18.0.1.0.0,ipai,True,False,False,Themes/Backend,IPAI,LGPL-3,False,web,addons/ipai_web_theme_chatgpt,
ipai_web_theme_tbwa,DEPRECATED: IPAI Web Theme - TBWA,19.0.1.0.0,ipai,False,False,False,Themes/Backend,InsightPulse AI,LGPL-3,False,"web,mail,ipai_ui_brand_tokens",addons/ipai/ipai_web_theme_tbwa,
ipai_website_coming_soon,IPAI Website Homepage,19.0.2.0.0,ipai,True,False,False,Website,InsightPulse AI,LGPL-3,False,website,addons/ipai/ipai_website_coming_soon,
ipai_whatsapp_connector,DEPRECATED: WhatsApp Connector,19.0.1.0.0,ipai,False,False,False,InsightPulse AI,InsightPulse AI,LGPL-3,False,mail,addons/ipai/ipai_whatsapp_connector,
ipai_workos_affine,IPAI WorkOS - AFFiNE Clone (Umbrella),18.0.1.0.0,ipai,True,True,False,Productivity,InsightPulse AI,AGPL-3,False,"ipai_workos_core,ipai_workos_blocks,ipai_workos_db,ipai_workos_views,ipai_workos_collab,ipai_workos_search,ipai_workos_templates,ipai_workos_canvas,ipai_platform_permissions,ipai_platform_audit",addons/ipai_workos_affine,
ipai_workos_blocks,IPAI Work OS Blocks,18.0.1.0.0,ipai,True,False,False,Productivity,InsightPulse AI,AGPL-3,False,"base,web,ipai_workos_core",addons/ipai_workos_blocks,
ipai_workos_canvas,IPAI WorkOS - Canvas (Edgeless),18.0.1.0.0,ipai,True,False,False,Productivity,InsightPulse AI,AGPL-3,False,"base,web,mail,ipai_workos_core",addons/ipai_workos_canvas,
ipai_workos_collab,IPAI Work OS Collaboration,18.0.1.0.0,ipai,True,False,False,Productivity,InsightPulse AI,AGPL-3,False,"base,mail,ipai_workos_core",addons/ipai_workos_collab,
ipai_workos_core,IPAI Work OS Core,18.0.1.0.0,ipai,True,True,False,Productivity,InsightPulse AI,AGPL-3,False,"base,web,mail,ipai_platform_permissions,ipai_platform_audit",addons/ipai_workos_core,
ipai_workos_db,IPAI Work OS Database,18.0.1.0.0,ipai,True,False,False,Productivity,InsightPulse AI,AGPL-3,False,"base,web,ipai_workos_core",addons/ipai_workos_db,
ipai_workos_search,IPAI Work OS Search,18.0.1.0.0,ipai,True,False,False,Productivity,InsightPulse AI,AGPL-3,False,"base,web,ipai_workos_core,ipai_workos_blocks,ipai_workos_db",addons/ipai_workos_search,
ipai_workos_templates,IPAI Work OS Templates,18.0.1.0.0,ipai,True,False,False,Productivity,InsightPulse AI,AGPL-3,False,"base,web,ipai_workos_core,ipai_workos_blocks,ipai_workos_db",addons/ipai_workos_templates,
ipai_workos_views,IPAI Work OS Views,18.0.1.0.0,ipai,True,False,False,Productivity,InsightPulse AI,AGPL-3,False,"base,web,ipai_workos_core,ipai_workos_db",addons/ipai_workos_views,
ipai_workspace_core,IPAI Workspace Core,19.0.2.0.0,ipai,True,True,False,Productivity,InsightPulse AI,LGPL-3,True,"base,mail,ipai_foundation,ipai_ai_copilot",addons/ipai/ipai_workspace_core,
ipai_zoho_mail,IPAI Zoho Mail Integration,19.0.1.1.0,ipai,True,False,False,Mail,InsightPulseAI,LGPL-3,False,mail,addons/ipai/ipai_zoho_mail,
ipai_zoho_mail_api,IPAI Zoho Mail API Transport,19.0.1.0.0,ipai,True,False,False,Mail,InsightPulseAI,LGPL-3,True,mail,addons/ipai/ipai_zoho_mail_api,
